证券代码,证券简称,"经营活动产生的现金流量净额/流动负债
[报告期] 2017一季","经营活动产生的现金流量净额/流动负债
[报告期] 2017中报","经营活动产生的现金流量净额/流动负债
[报告期] 2017三季","经营活动产生的现金流量净额/流动负债
[报告期] 2017年报","经营活动产生的现金流量净额/流动负债
[报告期] 2018一季","经营活动产生的现金流量净额/流动负债
[报告期] 2018中报","资产负债率
[报告期] 2017一季
[单位] %","资产负债率
[报告期] 2017中报
[单位] %","资产负债率
[报告期] 2017三季
[单位] %","资产负债率
[报告期] 2017年报
[单位] %","资产负债率
[报告期] 2018一季
[单位] %","资产负债率
[报告期] 2018中报
[单位] %","债项评级
[交易日期] 2018-09-14
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-06-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2018-03-30
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-12-29
[评级机构] 全部评级机构","债项评级
[交易日期] 2017-09-29
[评级机构] 全部评级机构","估价收益率(上清所)
[日期] 2018-09-14","估价收益率(上清所)
[日期] 2018-06-29","估价收益率(上清所)
[日期] 2018-03-30","估价收益率(上清所)
[日期] 2017-12-29","估价收益率(上清所)
[日期] 2017-09-29","估价修正久期(上清所)
[日期] 2018-09-14","估价修正久期(上清所)
[日期] 2018-06-29","估价修正久期(上清所)
[日期] 2018-03-30","估价修正久期(上清所)
[日期] 2017-12-29","估价修正久期(上清所)
[日期] 2017-09-29"
122429.SH,15海亮01,-0.0354,-0.0578,-0.0453,0.0624,-0.0101,0.0914,66.5584,69.5884,62.9855,62.5468,63.2531,62.876,AA+,AA+,AA+,AA+,AA+,5.5574,5.4215,5.5538,5.7303,5.687,1.7527,0.106,0.3399,0.5723,0.8091
122431.SH,15闽高速,0.2282,0.4326,0.8978,0.4836,0.1205,0.2542,42.3053,42.6695,41.2867,40.1872,39.4528,39.2951,AA+,AA+,AA+,AA+,AA+,5.1699,3.5851,3.6706,3.8565,3.7936,1.766,0.1101,0.349,0.5852,0.8268
122432.SH,15融创01,,0.1049,,0.2299,,0.0747,,90.9307,,91.9026,,91.8396,AA+,AA+,AA+,AA+,AA+,6.8035,4.844,5.488,6.0745,6.3723,1.7309,0.1119,0.3369,0.5605,0.7884
122433.SH,15融创02,,0.1049,,0.2299,,0.0747,,90.9307,,91.9026,,91.8396,AA+,AA+,AA+,AA+,AA+,9.1987,8.8389,9.8208,10.187,9.2813,1.7003,1.7982,2.0071,2.2259,2.4745
122434.SH,15清能债,,0.0037,,0.1686,,0.0851,,72.597,,70.3267,,69.7026,AA,AA,AA,AA,AA,7.3989,4.6,4.7438,4.9353,4.8761,1.7259,0.1274,0.3629,0.5966,0.8356
122435.SH,15兴发债,0.0161,0.0382,0.0814,0.1856,0.0199,0.0717,69.3346,69.5174,69.1552,67.2695,64.7859,65.8028,AA+,AA+,AA,AA,AA,4.9537,5.3983,5.4159,5.6888,5.2751,0.8871,1.0327,1.2688,1.4991,1.7455
122436.SH,15远洋02,,-0.007,,0.0869,,0.0093,,72.9298,,74.3792,,76.7961,AAA,AAA,AAA,AAA,AAA,4.0593,4.4128,4.6218,4.8672,4.4512,2.255,2.142,2.3707,2.5987,2.8585
122437.SH,15远洋01,,-0.007,,0.0869,,0.0093,,72.9298,,74.3792,,76.7961,AAA,AAA,AAA,AAA,AAA,4.7823,3.8219,3.9535,4.1507,4.0869,1.7936,0.1312,0.3686,0.6038,0.8448
122439.SH,15红豆债,-0.0472,-0.0535,-0.055,0.0152,-0.0015,0.0127,61.4563,64.5046,65.8795,68.6432,69.3004,67.7358,AA+,AA+,AA+,AA+,AA+,6.6129,6.6853,6.3726,6.4226,5.7524,1.7558,1.8482,2.0887,2.3219,2.5738
122440.SH,15龙光01,,0.1518,0.0935,0.2722,,0.2483,,72.6643,75.4872,73.2359,,74.9266,AAA,AAA,AAA,AAA,AAA,7.197,5.0133,5.0995,5.2463,5.1469,1.7333,0.1302,0.3659,0.5998,0.8391
122441.SH,15赣长运,0.0611,0.1124,0.1587,0.1201,0.0486,0.0688,73.6849,72.4029,72.9288,74.0756,73.7938,74.8649,AA,AA,AA,AA,AA,6.9232,4.2927,4.3466,4.4709,4.2698,1.7507,0.1446,0.3825,0.6186,1.7646
122443.SH,15桂金债,,0.3438,0.2901,0.2635,,-0.1921,,76.7633,76.8076,74.8296,,71.0702,AA+,AA+,AA+,AA+,AA+,5.8124,5.8971,5.808,6.027,5.7495,1.7608,1.8667,2.1063,2.3314,2.5805
122444.SH,15冠城债,0.0155,-0.269,-0.103,-0.0753,-0.1247,-0.1593,58.3742,57.7939,60.1542,60.2584,62.0623,64.1482,AA,AA,AA,AA,AA,7.5736,5.095,5.1527,5.2818,5.1549,1.7426,0.1487,0.3847,0.6189,0.8589
122445.SH,15融创03,,0.1049,,0.2299,,0.0747,,90.9307,,91.9026,,91.8396,AA+,AA+,AA+,AA+,AA+,7.5149,4.9352,5.5295,6.0908,6.3393,1.7596,0.1569,0.3824,0.6062,0.8351
122446.SH,15万达01,-0.0066,0.039,0.0467,0.1188,-0.0363,0.0626,70.6118,72.0518,68.4134,64.7583,61.5471,59.9319,AAA,AAA,AAA,AAA,AAA,6.7785,4.2291,4.4671,4.6345,4.6194,1.7647,0.1501,0.3843,0.6191,0.8577
122448.SH,15龙光02,,0.1518,0.0935,0.2722,,0.2483,,72.6643,75.4872,73.2359,,74.9266,AAA,AAA,AAA,AAA,AAA,4.7794,5.649,5.6455,6.0461,5.3869,0.9094,1.0487,1.2848,1.5148,1.7612
122449.SH,15绿城01,-0.1014,-0.1012,-0.0767,-0.0969,-0.0461,-0.063,83.8146,84.0163,85.8288,84.7634,84.9148,84.9426,AAA,AAA,AAA,AAA,AAA,5.3215,4.7057,4.777,4.9171,4.7989,1.8013,0.1517,0.3883,0.623,0.8636
122451.SH,15九鼎债,0.0035,0.0433,0.0484,0.0091,0.1676,0.1778,62.0265,63.4866,66.0235,67.9588,71.655,73.9458,AA+,AA+,AA+,AA+,AA+,7.0196,6.0928,6.2327,6.4305,6.3507,1.769,0.1591,0.3913,0.6217,0.8578
122452.SH,15杭实01,0.1468,0.1169,0.1041,0.0607,0.0435,0.0281,63.4857,63.7268,64.4874,64.1788,63.5152,65.5227,AAA,AAA,AAA,AAA,AAA,4.4049,4.6181,4.729,4.8742,4.6275,1.8618,1.9706,2.202,2.4309,2.6851
122453.SH,15联发01,-0.1836,-0.0886,-0.1058,-0.1319,-0.0443,-0.0549,76.9869,78.8708,80.6591,75.9409,77.5755,79.7295,AAA,AAA,AAA,AAA,AAA,3.4257,4.2468,4.7416,5.1715,4.6593,0.0027,0.2118,0.4531,0.687,0.9204
122455.SH,15绿城02,-0.1014,-0.1012,-0.0767,-0.0969,-0.0461,-0.063,83.8146,84.0163,85.8288,84.7634,84.9148,84.9426,AAA,AAA,AAA,AAA,AAA,4.3983,4.4445,4.5584,4.7381,4.6249,0.0026,0.2038,0.4401,0.6743,0.9152
122456.SH,15绿城03,-0.1014,-0.1012,-0.0767,-0.0969,-0.0461,-0.063,83.8146,84.0163,85.8288,84.7634,84.9148,84.9426,AAA,AAA,AAA,AAA,AAA,4.9844,5.3008,5.3305,5.5432,5.1378,1.7731,1.9621,2.1976,2.4255,2.6795
122457.SH,15新金债,0.0477,0.0642,0.217,0.1567,-0.011,-0.0169,63.548,61.5936,56.7331,57.5672,62.2582,58.4482,AA+,AA+,AA+,AA+,AA+,4.4241,4.7446,4.781,4.9982,4.6009,1.7976,1.9874,2.2239,2.4528,2.7079
122459.SH,15平高债,-0.1363,-0.1538,-0.1973,-0.0756,-0.0571,-0.0508,45.6848,53.9603,53.9463,52.2785,51.7086,54.1667,AA+,AA+,AA+,AA+,AA+,2.6977,4.3827,4.8826,5.3147,4.8027,0.0055,0.2144,0.4554,0.6889,0.9217
122460.SH,15粤路建,,0.5313,,0.7076,,0.4143,,70.7864,,73.325,,73.5713,AAA,AAA,AAA,AAA,AAA,5.1416,5.3702,5.5027,5.5871,5.0172,8.8902,9.0361,9.2407,9.4564,9.4105
122461.SH,15杭实02,0.1468,0.1169,0.1041,0.0607,0.0435,0.0281,63.4857,63.7268,64.4874,64.1788,63.5152,65.5227,AAA,AAA,AAA,AAA,AAA,4.2291,4.4395,4.5471,4.6883,4.4367,1.8112,2.0005,2.2325,2.4618,2.717
122462.SH,15正奇债,,-0.3664,,-0.4178,,-0.1707,,67.163,,66.7374,,72.3087,AAA,AAA,AAA,AAA,AAA,3.1429,4.6798,5.0641,5.5207,4.991,0.0055,0.2143,0.455,0.6879,0.9201
122463.SH,15花样年,,0.0455,,0.0165,,-0.0296,,62.1048,,67.2327,,70.5249,AA,AA,AA,AA,AA,6.9513,7.1638,7.4266,6.9041,6.5562,0.0025,0.1961,0.4236,0.667,1.7585
122464.SH,15世茂01,0.105,0.0547,,0.131,0.0452,-0.0062,58.3757,69.0337,,69.6302,69.0891,68.3585,AA+,AA+,AA+,AA+,AA+,3.8955,3.9693,4.1303,4.331,4.2451,0.008,0.2096,0.4459,0.6805,0.9217
122465.SH,15广越01,-0.0231,-0.0467,-0.0599,-0.0031,-0.0658,-0.0063,83.1332,82.8653,83.3458,84.6658,84.8176,83.7586,AAA,AAA,AAA,AAA,AAA,2.5368,4.3906,4.5305,4.9797,4.427,0.011,0.2198,0.4614,0.6956,0.9299
122466.SH,15广越02,-0.0231,-0.0467,-0.0599,-0.0031,-0.0658,-0.0063,83.1332,82.8653,83.3458,84.6658,84.8176,83.7586,AAA,AAA,AAA,AAA,AAA,4.0589,4.8025,4.9819,5.3244,4.659,1.8211,2.0082,2.242,2.4708,2.7259
122467.SH,15万达02,-0.0066,0.039,0.0467,0.1188,-0.0363,0.0626,70.6118,72.0518,68.4134,64.7583,61.5471,59.9319,AAA,AAA,AAA,AAA,AAA,3.9674,4.177,4.4117,4.7028,4.6633,0.0758,0.2745,0.5086,0.7403,0.9432
122468.SH,15五矿01,-0.0056,-0.0147,0.0008,0.0564,-0.0019,-0.0168,87.5035,87.1231,88.2627,87.5774,87.8627,87.0835,AAA,AAA,AAA,AAA,AAA,4.6331,5.2215,6.0134,6.3529,5.6831,1.8202,2.0096,2.2285,2.4552,2.7078
122469.SH,15五矿02,-0.0056,-0.0147,0.0008,0.0564,-0.0019,-0.0168,87.5035,87.1231,88.2627,87.5774,87.8627,87.0835,AAA,AAA,AAA,AAA,AAA,5.564,5.5733,6.3745,6.449,5.9271,5.5127,5.7116,5.8688,6.0957,6.3836
122470.SH,15泛海03,,-0.2127,,-0.1687,0.0164,0.0127,,83.5046,,82.0303,83.1656,83.4163,AA+,AA+,AA+,AA+,AA+,4.9459,5.8604,5.5318,5.5642,5.6098,0.0134,0.1915,0.4353,0.6704,0.905
122472.SH,15盛屯债,0.0122,0.0356,0.074,0.2547,-0.4131,-0.0836,61.8866,61.2963,60.9556,58.3732,50.9603,52.4414,AA,AA,AA,AA,AA,7.0147,7.2348,7.4987,7.8038,7.7985,0.0229,0.216,0.4433,0.6686,0.9001
122473.SH,15联发02,-0.1836,-0.0886,-0.1058,-0.1319,-0.0443,-0.0549,76.9869,78.8708,80.6591,75.9409,77.5755,79.7295,AAA,AAA,AAA,AAA,AAA,4.8925,4.9157,5.1948,5.5259,4.8693,1.8153,2.0159,2.2471,2.4758,2.7301
122474.SH,15格房产,,0.0137,,-0.0572,,0.0304,,91.5874,,89.942,,88.3085,AA,AA,AA,AA,AA,4.6603,4.7558,4.9053,5.1147,5.0162,0.0238,0.2234,0.4582,0.691,0.9308
122475.SH,15亿达01,,0.0477,,0.133,,0.032,,72.1519,,69.8419,,72.015,AA,AA,AA,AA,AA,6.1289,7.1147,7.1833,6.724,6.7013,0.0238,0.2054,0.4364,0.679,0.9131
122476.SH,15天瑞债,,0.1909,,0.2866,,0.1359,,55.2807,,53.6641,,49.8814,AA+,AA+,AA+,AA+,AA+,6.0916,7.1616,6.8745,7.3313,8.118,0.0241,0.2082,0.4452,0.6701,0.8866
122477.SH,15月星01,,0.0562,,0.1857,,0.0749,,64.666,,61.1745,,61.1076,AA,AA,AA,AA,AA,5.7827,6.5256,5.8168,6.0545,5.9899,0.0293,0.2153,0.4634,0.6936,0.9303
122478.SH,14粤运01,,-0.051,,0.2198,,-0.0429,,56.2298,,59.2309,,55.9751,AAA,AAA,AAA,AAA,AAA,4.0973,4.5027,4.6214,4.8443,4.453,1.8428,2.0299,2.2637,2.4926,2.748
122479.SH,15南铝01,0.08,0.064,0.1187,0.2395,0.044,0.0643,21.9822,23.6495,25.6497,24.7186,24.075,24.0638,AAA,AAA,AA+,AA+,AA+,4.8996,5.4887,5.5288,5.8683,5.1988,1.7996,1.9884,2.2238,2.4515,2.7054
122480.SH,15南铝02,0.08,0.064,0.1187,0.2395,0.044,0.0643,21.9822,23.6495,25.6497,24.7186,24.075,24.0638,AAA,AAA,AA+,AA+,AA+,4.3654,4.3018,4.2988,4.3857,4.1825,0.0269,0.2303,0.4693,0.7063,0.9505
122481.SH,15铁建01,-0.0781,-0.1062,-0.0573,0.0005,-0.1809,-0.1081,82.606,84.0051,85.1408,81.5049,83.7859,84.6458,AAA,AAA,AAA,AAA,AAA,4.002,4.0637,4.2066,4.3906,4.2815,0.0267,0.2283,0.4648,0.6996,0.9413
122483.SH,15新光01,-0.0326,-0.0998,-0.3256,-0.0778,0.01,0.0054,57.6363,58.2567,59.2052,57.7883,57.5324,57.7696,AA+,AA+,AA,AA,AA,7.4208,14.0037,15.94,12.9784,10.0375,0.0144,0.1247,0.307,0.5642,0.844
122484.SH,15龙源01,0.0312,0.1278,0.0908,0.2649,0.0296,0.1318,65.0053,64.9469,65.4832,63.1006,61.6111,60.9487,AAA,AAA,AAA,AAA,AAA,3.7431,3.8207,3.9834,4.2,4.1028,0.0344,0.2363,0.4728,0.7073,0.9492
122485.SH,15厦住宅,,-0.0787,,-0.0507,-0.047,-0.0677,,76.797,,78.8117,78.5464,76.5179,AA+,AA+,AA+,AA+,AA+,3.9617,4.0922,4.2045,4.3986,4.2742,0.077,0.2772,0.5142,0.7487,0.9541
122486.SH,15旭辉01,,0.0187,-0.0448,-0.1235,,-0.0643,,78.8321,78.8557,79.3897,,81.9773,AA+,AA+,AA+,AA+,AA+,4.8971,4.9647,5.0598,5.2302,5.0697,0.0767,0.2764,0.5119,0.7451,0.9414
122487.SH,15盈德债,0.0938,0.1279,,0.522,,0.1574,39.6742,40.0212,,34.9817,,39.2454,AA,AA,AA,AA,AA,5.6196,6.0566,6.5144,6.9828,7.0946,0.0703,0.2619,0.4875,0.711,0.8921
122488.SH,15金地01,-0.0571,-0.0354,-0.0006,-0.0669,-0.0271,-0.086,66.8015,69.6074,73.4527,72.1288,74.03,76.6331,AAA,AAA,AAA,AAA,AAA,4.4921,4.8655,5.063,5.2982,4.7528,1.8731,2.0606,2.2904,2.5179,2.6667
122490.SH,15三福01,,0.2037,,0.0666,,0.1055,,35.7669,,38.428,,38.2583,AA,AA,AA,AA,AA,6.6758,6.7065,6.7189,6.8322,6.588,0.939,0.2865,1.1641,0.7509,1.3363
122491.SH,15藏城投,-0.0389,0.1248,0.0865,0.0555,-0.1242,-0.1738,71.0579,71.5541,68.943,70.9593,72.5493,72.2872,AA,AA,AA,AA,AA,4.8609,5.3298,5.2932,5.5415,5.0881,1.8541,2.0374,2.2755,2.5019,2.6285
122492.SH,15新光02,-0.0326,-0.0998,-0.3256,-0.0778,0.01,0.0054,57.6363,58.2567,59.2052,57.7883,57.5324,57.7696,AA+,AA+,AA,AA,AA,8.5897,12.4911,15.1965,11.1032,9.1079,0.0659,0.2021,0.3786,0.664,0.8754
122493.SH,14国电03,0.0551,0.0939,0.1999,0.2533,0.0283,0.0802,72.4551,73.4228,73.252,73.4948,73.466,74.0812,AAA,AAA,AAA,AAA,AAA,4.1718,4.7384,5.0499,5.4136,4.7552,1.895,2.0852,2.3159,2.5438,2.6937
122494.SH,15华夏05,-0.0138,-0.0213,-0.1094,-0.0712,-0.0427,-0.0336,83.9527,82.8633,81.6361,81.1016,81.3211,82.098,AAA,AAA,AAA,AAA,AAA,7.7362,8.0907,5.4446,5.6649,5.2605,1.7698,1.9531,2.287,2.5143,2.636
122495.SH,14亨通02,-0.0738,-0.0565,-0.1124,0.0206,-0.0535,0.0027,66.4726,69.108,59.3217,60.8106,60.4896,64.4072,AA+,AA+,AA+,AA+,AA+,4.4063,4.5377,4.6829,4.8964,4.7675,0.095,0.2945,0.5298,0.7627,0.9631
122496.SH,15世茂02,0.105,0.0547,,0.131,0.0452,-0.0062,58.3757,69.0337,,69.6302,69.0891,68.3585,AA+,AA+,AA+,AA+,AA+,4.412,4.7832,4.9783,5.2112,4.4142,1.8788,2.0666,2.2966,2.5244,2.6864
122497.SH,15远洋04,,-0.007,,0.0869,,0.0093,,72.9298,,74.3792,,76.7961,AAA,AAA,AAA,AAA,AAA,3.8233,3.9054,4.0334,4.204,4.1212,0.0905,0.2912,0.5272,0.7613,1.0432
122498.SH,15远洋05,,-0.007,,0.0869,,0.0093,,72.9298,,74.3792,,76.7961,AAA,AAA,AAA,AAA,AAA,5.2617,5.0107,5.3252,5.5806,4.9613,5.6126,5.8376,6.0435,6.2542,6.2557
122499.SH,15哈投01,-0.0852,-0.1421,-0.2255,-0.3093,0.0153,-0.0794,53.7791,55.5256,57.7768,59.956,58.5554,58.3059,AA+,AA+,AA+,AA+,AA+,3.5643,4.8884,5.0336,5.4712,4.7104,0.101,0.3076,0.5462,0.7765,0.9688
122502.SH,PR哈合力,,0.0739,,0.1783,,0.0077,,46.6763,,49.5027,,49.9045,AA,AA,AA,AA,AA,4.317,5.8684,5.9686,6.4197,5.9171,0.0328,0.2404,0.4791,0.7087,0.9368
122503.SH,PR并龙城,-0.2724,-0.1422,0.0492,0.2386,-0.1611,-0.0388,64.8424,63.5714,63.6988,63.041,63.9375,64.4753,AA+,AA+,AA+,AA+,AA+,4.8975,5.806,5.7786,6.1615,5.4704,0.4773,0.6705,0.9065,1.1372,1.3826
122504.SH,PR通天诚,,-0.0203,,0.0191,,-0.0014,,60.6727,,59.7681,,55.7156,AA,AA,AA,AA,AA,7.1173,7.4259,6.9422,7.294,6.599,0.4576,0.652,0.8891,1.1178,1.3605
122505.SH,PR绍袍江,-0.037,-0.0087,-0.306,0.4213,0.0024,0.0922,69.609,69.2995,68.6147,64.9903,65.6342,64.4683,AA,AA,AA,AA,AA,4.4574,5.352,5.3482,5.7304,5.0022,0.5739,0.7673,1.004,1.2353,0.9639
122506.SH,PR吴交投,0.2646,0.755,3.2702,1.3455,0.2861,0.7471,41.6798,41.0394,46.2624,44.2678,42.6326,45.4778,AA+,AA+,AA+,AA+,AA+,4.4032,5.1545,5.2407,5.6236,5.0048,1.1701,1.3575,1.5928,1.8206,1.5598
122507.SH,PR玉交投,,0.021,,0.1576,,0.4557,,31.3144,,30.7087,,30.3166,AA+,AA+,AA+,AA+,AA+,4.8321,5.7344,5.7242,6.105,5.3956,0.5209,0.7139,0.9498,1.1806,0.9073
122510.SH,PR靖新城,,0.1402,,0.166,,0.0266,,65.1133,,58.0177,,56.9383,AA,AA,AA,AA,AA,3.6847,5.0008,5.1478,5.5876,4.9724,0.1064,0.3128,0.551,0.7808,0.5101
122511.SH,12兴城投,-0.0001,-0.2527,0.1193,0.0118,-0.0505,-0.1018,67.5178,66.5856,68.0271,69.3446,69.3455,70.0554,AA+,AA+,AA+,AA+,AA+,4.428,5.3313,5.3197,5.7005,4.9935,0.5191,0.7129,0.9497,1.1813,0.9092
122512.SH,12锡建发,0.0689,0.3614,0.4728,0.6328,0.0684,0.1546,57.7529,57.7306,59.1947,59.9372,60.8429,60.2244,AAA,AAA,AAA,AAA,AAA,4.1386,5.0108,5.1073,5.4989,4.8888,0.4613,0.6563,0.8927,1.1248,1.3705
122513.SH,12伟星集,-0.0444,0.0445,,0.1742,,-0.1333,58.2053,57.7059,,55.189,,58.3916,AA+,AA+,AA+,AA+,AA+,6.8528,6.9662,6.6788,6.3799,5.7743,0.9776,1.1737,1.4107,1.6492,1.7868
122514.SH,12金融街,,0.0699,,-0.1768,,-0.1882,,74.1373,,72.6036,,73.5798,AAA,AAA,AAA,AAA,AAA,3.7056,4.5471,4.6858,5.0674,4.4429,1.0152,1.2084,1.4449,1.6768,1.8351
122515.SH,PR庆城投,,-0.1001,,0.4163,,0.0924,,46.3025,,47.465,,46.5098,AA+,AA+,AA+,AA+,AA+,,5.6729,5.6682,6.0492,5.328,,0.7442,0.9802,1.2109,0.9399
122516.SH,PR青州01,,0.0338,,0.968,,0.2298,,43.6442,,32.144,,26.9097,AAA,AAA,AAA,AAA,AAA,4.5874,5.486,5.4799,5.8607,5.1435,0.5406,0.734,0.9704,1.2016,0.9283
122517.SH,PR青州02,,0.0338,,0.968,,0.2298,,43.6442,,32.144,,26.9097,AA,AA,AA,AA,AA,3.2011,4.5349,4.675,5.1079,4.501,0.0956,0.3026,0.5421,0.7736,0.5021
122518.SH,12保利集,,-0.0149,,-0.0401,,-0.0152,,78.8399,,77.605,,79.4978,AAA,AAA,AAA,AAA,AAA,3.6343,4.4862,4.7209,5.0841,4.4756,1.0251,1.2182,1.4535,1.6856,0.9692
122519.SH,PR锡经开,,0.0653,0.2236,0.2478,,0.0105,,43.679,43.0462,43.8259,,44.6068,AA,AA,AA,AA,AA,4.6787,5.5733,5.5694,5.9519,5.2228,0.5747,0.7676,1.0038,1.2346,0.9627
122522.SH,PR兴城建,,0.0848,,0.2512,-0.0132,-0.054,,42.2323,,50.0333,53.3002,53.4855,AA,AA,AA,AA,AA,4.6691,5.7909,5.6248,6.1463,5.4643,0.1063,0.3121,0.5496,0.7774,0.5058
122523.SH,12海亮01,-0.0354,-0.0578,-0.0453,0.0624,-0.0101,0.0914,66.5584,69.5884,62.9855,62.5468,63.2531,62.876,AA+,AA+,AA+,AA+,AA+,4.672,5.5615,5.8994,6.3843,5.8695,0.0955,0.3017,0.5385,0.7661,0.9364
122524.SH,12海亮02,-0.0354,-0.0578,-0.0453,0.0624,-0.0101,0.0914,66.5584,69.5884,62.9855,62.5468,63.2531,62.876,AA+,AA+,AA+,AA+,AA+,6.9469,7.063,6.777,6.7875,6.1778,0.9629,1.1589,1.3956,1.6289,0.9171
122525.SH,PR沪嘉开,,0.0711,,-0.007,,0.0774,,61.6117,,61.9086,,63.8369,AA,AA,AA,AA,AA,3.4904,4.8842,5.0159,5.4514,4.8817,0.0711,0.2784,0.5177,0.7489,0.477
122526.SH,PR永川惠,-0.112,-0.0803,-0.0918,-0.0409,0.0884,0.0615,46.382,47.5724,48.3959,49.177,49.3816,50.0421,AA+,AA+,AA,AA,AA,5.8852,6.7853,6.7778,7.1584,6.4447,0.5234,0.7145,0.9481,1.1765,0.9017
122527.SH,PR温国投,,0.0038,-0.1005,0.1059,,0.0024,,31.7724,35.5397,35.4056,,38.9269,AA+,AA+,AA+,AA+,AA+,4.4052,5.311,5.2745,5.6587,4.9703,0.461,0.6553,0.8924,1.1243,1.3707
122528.SH,PR琼港航,,0.0812,,0.1388,,-0.0038,,60.3036,,64.1862,,60.9487,AA+,AA+,AA+,AA+,AA+,5.1616,6.0619,6.0537,6.4349,5.7128,0.5984,0.7902,1.0254,1.2551,1.0051
122529.SH,12娄城投,,0.0057,,0.0053,,0.0024,,42.8723,,47.7075,,49.3502,AA,AA,AA,AA,AA,3.8406,5.1734,5.3209,5.7612,5.161,0.0955,0.3021,0.5402,0.7698,0.4974
122530.SH,PR七城投,,-2.3524,,-1.4286,,-0.0033,,43.3555,,42.1639,,43.2639,AA,AA,AA,AA,AA,6.8917,7.1861,6.7357,7.0751,6.3496,0.5214,0.7162,0.9537,1.1828,0.9083
122531.SH,PR太科园,-0.0664,-0.1024,0.1007,0.2032,-0.0971,0.2752,65.5983,65.1834,62.2741,67.7284,68.4044,69.4628,AA+,AA+,AA+,AA+,AA+,5.1584,6.063,6.0249,6.4093,5.7217,0.4525,0.6456,0.881,1.1113,1.3559
122533.SH,PR平城投,,-0.1843,,-0.4941,,-0.0593,,51.9629,,49.2149,,53.3416,AA,AA,AA,AA,AA,5.218,6.1234,6.0868,6.4709,5.7829,0.4555,0.6484,0.8837,1.1138,1.3583
122536.SH,PR慈国控,,-0.0671,-0.2535,-0.3054,0.0174,-0.0141,,68.5611,69.445,68.8587,69.9576,67.4242,AAA,AAA,AAA,AAA,AAA,4.7955,5.7026,5.6687,6.0526,5.3633,0.4647,0.6583,0.8945,1.1255,1.371
122538.SH,PR榕城乡,-0.0433,-0.1227,-0.1227,-0.2481,-0.1308,-0.148,53.2081,52.3964,46.269,41.2375,41.2454,40.3841,AA+,AA+,AA+,AA+,AA+,3.2379,4.92,5.0445,5.5119,4.9881,0.0301,0.2383,0.4786,0.7107,0.9425
122540.SH,PR宁浦口,-0.182,-0.1861,-0.3805,-1.5949,-0.6132,-0.3438,78.6767,79.8314,80.2729,69.5192,69.9988,71.9638,AA+,AA+,AA,AA,AA,4.566,5.4704,5.4571,5.8381,5.1338,0.5124,0.706,0.9426,1.1739,0.901
122541.SH,12宁上陵,,0.047,,0.1079,,0.0574,,52.5887,,47.5685,,46.9185,AA+,AA+,AA,AA,AA,7.463,8.25,8.6333,9.1665,8.3877,0.0871,0.2914,0.5232,0.743,0.8916
122542.SH,PR阿信诚,,0.1534,,-0.3282,,-0.0179,,52.5873,,53.4426,,57.3996,AA,AA,AA,AA,AA,4.4191,5.6151,5.4295,5.9585,5.3236,0.071,0.2778,0.5166,0.7461,0.4725
122543.SH,PR钦开投,-0.1501,-0.2254,-0.2288,0.0279,-0.0742,-0.1804,64.0665,63.6043,64.3861,62.819,62.2795,61.9649,AA+,AA+,AA+,AA+,AA+,4.3263,5.2281,5.2191,5.6005,4.8801,0.5991,0.7924,1.0294,1.261,1.0114
122544.SH,PR渝长开,-0.2115,-0.6044,-0.791,0.1137,0.0166,0.1051,62.5153,64.5489,63.609,62.2035,62.4997,50.4052,AA,AA,AA,AA,AA,6.02,6.3291,5.8473,6.1593,5.4686,0.4679,0.6643,0.9039,1.1354,1.3808
122546.SH,PR宁高新,-0.1005,-0.202,-0.0284,-0.5036,-0.085,-0.2186,71.2924,71.7927,72.3281,65.7696,66.6014,68.186,AA+,AA+,AA+,AA+,AA+,4.4034,5.3259,5.2753,5.6616,4.9777,0.9402,0.627,0.8642,1.0962,1.3423
122547.SH,PR曲靖投,,-0.2251,,0.0783,,1.0161,,34.1985,,32.3743,,30.4787,AA,AA,AA,AA,AA,4.479,5.404,5.3522,5.7386,5.0553,0.937,0.6231,0.8602,1.092,1.338
122548.SH,12冀东发,-0.007,-0.0042,0.0466,0.086,0.0005,0.0135,75.2542,75.641,75.5001,75.3023,76.5266,75.8304,AA,AA,AA,AA,AA,6.7196,6.8587,6.5833,6.88,6.2828,0.9346,1.0724,1.3092,1.5387,1.7822
122549.SH,PR邳润城,-0.1642,-0.7508,-0.5008,-0.6421,0.0059,-0.0003,61.2554,65.0329,64.1904,64.8727,64.6722,66.5931,AA+,AA+,AA+,AA+,AA+,4.4792,5.3875,5.3601,5.7429,5.052,0.4781,0.6721,0.909,1.1406,1.387
122551.SH,PR如东投,,-0.1723,,-0.1609,,0.0567,,52.8254,,52.3852,,54.1531,AA+,AA+,AA,AA,AA,5.4653,6.3733,6.3445,6.7275,6.0374,0.469,0.6613,0.896,1.1255,1.3695
122552.SH,PR新新业,0.0198,0.0357,0.0817,0.0425,0.0185,0.0331,76.5151,78.1183,78.8502,79.8778,79.8564,80.4169,AA+,AA+,AA+,AA+,AA+,4.2675,5.2344,5.1704,5.5565,4.884,0.8832,0.5693,0.8069,1.0392,1.2851
