,TRADE_CODE,SEC_NAME,AMOUNT,MATURITYDATE,CARRYDATE,COUPONRATE,COUPONTXT,CLOSE,LATESTPAR,INTERESTFREQUENCY,CASHFLOW_TTM,DEBTTOASSETS,WGSD_LIABS_CURR,ISSUERSHORTENED,ISSUEAMOUNT,COUPONDATETXT,DIRTYPRICE,CLEANPRICE,WGSD_OPER_CF,YIELD_CNBD,DIRTY_CNBD,NET_CNBD,MODIDURA_SHC,ACCRUEDINTEREST_SHC,VOBP_SHC,CNVXTY_SHC,LASTDATE_SHC
116851.SZ,116851,阳光城04,AAA,2022/1/28 0:00,2018/2/13 0:00,7.5,"20180213-20191230,票面利率:7.5%;20191231-20220127,票面利率:7.5%+调整基点",95.5837,100,4,2664101110,85.6649,1.17097E+11,阳光城,164000000,"每年0128,0428,0728,1028付息,节假日顺延",96.57,95.5837,8818981773,,,,,,,,1899-12-30 00:00:00
116850.SZ,116850,阳光城03,AAA,2021/1/28 0:00,2018/2/13 0:00,7.5,"20180213-20191230,票面利率:7.5%;20191231-20210127,票面利率:7.5%+调整基点",95.5837,100,4,2664101110,85.6649,1.17097E+11,阳光城,153000000,"每年0128,0428,0728,1028付息,节假日顺延",96.57,95.5837,8818981773,,,,,,,,1899-12-30 00:00:00
116849.SZ,116849,阳光城02,AAA,2020/1/28 0:00,2018/2/13 0:00,7.15,预期收益率7.15%,97.0797,100,4,2664101110,85.6649,1.17097E+11,阳光城,144000000,"每年0128,0428,0728,1028付息,节假日顺延",98.02,97.0797,8818981773,,,,,,,,1899-12-30 00:00:00
116848.SZ,116848,阳光城01,AAA,2019/1/28 0:00,2018/2/13 0:00,6.95,预期收益率6.95%,37.3369,38.63,4,2664101110,85.6649,1.17097E+11,阳光城,189000000,"每年0128,0428,0728,1028付息,节假日顺延",37.69,37.3369,8818981773,,,,,,,,1899-12-30 00:00:00
149187.SH,149187,阳光A,AAA,2036/1/27 0:00,2018/1/26 0:00,6.75,预期收益率6.75%,100,100,1,60700753.4,92.808,,潍坊银行,573000000,"每年1月27日付息,节假日顺延",104.2719,100,,,,,,,,,1899-12-30 00:00:00
116854.SZ,116854,徐挖18优,AAA,2020/3/26 0:00,2018/2/28 0:00,5.9,预期收益率5.9%,57.3278,90.65,4,,,,徐工挖机,551000000,"每年0326,0626,0926,1226付息,节假日顺延",58.5,57.3278,,,,,,,,,1899-12-30 00:00:00
116940.SZ,116940,徐汽一优,AAA,2020/4/27 0:00,2018/5/25 0:00,5.8,预期收益率5.8%,98.2203,100,1,,,,徐州徐工汽车,590000000,"每年4月27日付息,节假日顺延",100,98.2203,,,,,,,,,1899-12-30 00:00:00
116122.SZ,116122,徐工优02,AAA,2018/12/30 0:00,2015/12/30 0:00,4.6,预期收益率4.6%,87.5485,100,1,,,,徐工集团,95000000,"每年12月30日付息,节假日顺延",90.8,87.5485,,,,,,,,,1899-12-30 00:00:00
116517.SZ,116517,徐工2A9,AAA,2019/2/27 0:00,2017/1/23 0:00,5.6,预期收益率5.6%,95.27,100,,-229897028.9,90.2149,,徐工租赁,61000000,"2017年11月27日和2018年11月27日分配一次利息,剩余到期利随本清",,95.27,,,,,,,,,1899-12-30 00:00:00
116516.SZ,116516,徐工2A8,AAA,2018/11/27 0:00,2017/1/23 0:00,5.6,预期收益率5.6%,100.94,100,,-229897028.9,90.2149,,徐工租赁,39000000,"2017年11月27日分配一次利息,剩余到期利随本清",,100.94,,,,,,,,,1899-12-30 00:00:00
116515.SZ,116515,徐工2A7,AAA,2018/8/27 0:00,2017/1/23 0:00,5.4,预期收益率5.4%,,100,,-229897028.9,90.2149,,徐工租赁,66000000,"2017年11月27日分配一次利息,剩余到期利随本清",,,,,,,,,,,1899-12-30 00:00:00
116524.SZ,116524,徐工2A16,AAA,2020/12/27 0:00,2017/1/23 0:00,6,预期收益率6%,94.94,100,,-229897028.9,90.2149,,徐工租赁,13000000,"2017年11月27日,2018年11月27日和2019年11月27日分配一次利息,剩余到期利随本清",,94.94,,,,,,,,,1899-12-30 00:00:00
116523.SZ,116523,徐工2A15,AAA,2020/8/27 0:00,2017/1/23 0:00,6,预期收益率6%,99.87,100,,-229897028.9,90.2149,,徐工租赁,16000000,"2017年11月27日,2018年11月27日和2019年11月27日分配一次利息,剩余到期利随本清",,99.87,,,,,,,,,1899-12-30 00:00:00
116522.SZ,116522,徐工2A14,AAA,2020/5/27 0:00,2017/1/23 0:00,6,预期收益率6%,100.37,100,,-229897028.9,90.2149,,徐工租赁,18500000,"2017年11月27日,2018年11月27日和2019年11月27日分配一次利息,剩余到期利随本清",,100.37,,,,,,,,,1899-12-30 00:00:00
116521.SZ,116521,徐工2A13,AAA,2020/2/27 0:00,2017/1/23 0:00,5.8,预期收益率5.8%,100.36,100,,-229897028.9,90.2149,,徐工租赁,29000000,"2017年11月27日,2018年11月27日和2019年11月27日分配一次利息,剩余到期利随本清",,100.36,,,,,,,,,1899-12-30 00:00:00
116520.SZ,116520,徐工2A12,AAA,2019/11/27 0:00,2017/1/23 0:00,5.8,预期收益率5.8%,100,100,,-229897028.9,90.2149,,徐工租赁,15000000,"2017年11月27日和2018年11月27日分配一次利息,剩余到期利随本清",,100,,,,,,,,,1899-12-30 00:00:00
116519.SZ,116519,徐工2A11,AAA,2019/8/27 0:00,2017/1/23 0:00,5.7,预期收益率5.7%,95.19,100,,-229897028.9,90.2149,,徐工租赁,44000000,"2017年11月27日和2018年11月27日分配一次利息,剩余到期利随本清",,95.19,,,,,,,,,1899-12-30 00:00:00
116518.SZ,116518,徐工2A10,AAA,2019/5/27 0:00,2017/1/23 0:00,5.7,预期收益率5.7%,95.19,100,,-229897028.9,90.2149,,徐工租赁,46500000,"2017年11月27日和2018年11月27日分配一次利息,剩余到期利随本清",,95.19,,,,,,,,,1899-12-30 00:00:00
149538.SH,149538,信证01优,AAA,2019/11/30 0:00,2018/5/30 0:00,5.2,预期收益率5.2%,100,100,2,1453781885,75.5197,,中信证券,1425000000,"每年5月30日和11月30日付息,节假日顺延",101.5244,100,-66702613000,,,,,,,,1899-12-30 00:00:00
116936.SZ,116936,信融02优,AAA,2019/3/14 0:00,2018/5/23 0:00,6.5,预期收益率6.5%,98.3699,100,,,,,联捷保理,750000000,到期一次还本付息,100.4,98.3699,,,,,,,,,1899-12-30 00:00:00
116832.SZ,116832,信融01优,AAA,2019/2/1 0:00,2018/2/12 0:00,6.4,预期收益率6.4%,97.5077,100,,,,,联捷保理,550000000,到期一次还本付息,101.26,97.5077,,,,,,,,,1899-12-30 00:00:00
116040.SZ,116040,鑫桥08,AAA,2023/12/7 0:00,2015/11/25 0:00,6.3,预期收益率6.30%,82.3119,100,4,,,,鑫桥联合融资租赁,400000000,"每年0306,0606,0906,1206付息,节假日顺延",82.45,82.3119,,,,,,,,,1899-12-30 00:00:00
116039.SZ,116039,鑫桥07,AAA,2022/12/7 0:00,2015/11/25 0:00,6,预期收益率6.00%,83.1785,100,4,,,,鑫桥联合融资租赁,360000000,"每年0306,0606,0906,1206付息,节假日顺延",83.31,83.1785,,,,,,,,,1899-12-30 00:00:00
116038.SZ,116038,鑫桥06,AAA,2021/12/7 0:00,2015/11/25 0:00,5.8,预期收益率5.80%,83.7429,100,4,,,,鑫桥联合融资租赁,310000000,"每年0306,0606,0906,1206付息,节假日顺延",83.87,83.7429,,,,,,,,,1899-12-30 00:00:00
116037.SZ,116037,鑫桥05,AAA,2020/12/7 0:00,2015/11/25 0:00,5.6,预期收益率5.60%,84.2873,100,4,,,,鑫桥联合融资租赁,270000000,"每年0306,0606,0906,1206付息,节假日顺延",84.41,84.2873,,,,,,,,,1899-12-30 00:00:00
116036.SZ,116036,鑫桥04,AAA,2019/12/5 0:00,2015/11/25 0:00,5.2,预期收益率5.20%,85.416,100,4,,,,鑫桥联合融资租赁,230000000,"每年0306,0606,0906,1206付息,节假日顺延",85.53,85.416,,,,,,,,,1899-12-30 00:00:00
116035.SZ,116035,鑫桥03,AAA,2018/12/6 0:00,2015/11/25 0:00,5,预期收益率5.00%,12.0026,25,4,,,,鑫桥联合融资租赁,190000000,"每年0306,0606,0906,1206付息,节假日顺延",12.03,12.0026,,,,,,,,,1899-12-30 00:00:00
119434.SZ,119434,新派优先,AAA,2022/11/3 0:00,2017/11/3 0:00,5.3,预期收益率5.3%,95.426,100,1,,,,洋部落公司,130000000,"每年10月15日付息,节假日顺延",100,95.426,,,,,,,,,1899-12-30 00:00:00
131875.SH,131875,新能源03,AAA,2019/7/26 0:00,2016/7/15 0:00,4.2,预期年收益率4.2%,100,100,2,,,,国电新能源,182000000,"每年1月26日和7月26日付息,节假日顺延",100.5753,100,,,,,,,,,1899-12-30 00:00:00
116955.SZ,116955,信捷01优,AAA,2019/5/28 0:00,2018/5/31 0:00,6.95,预期收益率6.95%,100.3516,100,,,,,联捷保理,849000000,到期一次还本付息,102.37,100.3516,,,,,,,,,1899-12-30 00:00:00
149214.SH,149214,新建元1A,AAA,2023/2/8 0:00,2018/2/9 0:00,5.8,预期收益率5.8%,,100,1,-96002017.72,70.9451,,新建元,1450000000,每年最后一个工作日付息,,,,,,,,,,,1899-12-30 00:00:00
146878.SH,146878,新湖优A,AAA,2020/11/29 0:00,2017/11/29 0:00,6.1,预期收益率6.1%,100,100,1,-2613496118,73.5893,37324257160,新湖中宝,975000000,"每年11月29日付息,节假日顺延",104.8299,100,1683174246,,,,,,,,1899-12-30 00:00:00
142974.SH,142974,新华05,AAA,2022/4/27 0:00,2017/4/27 0:00,6.25,预期收益率6.25%,100,100,1,,,,泰安热电公司,72000000,"每年4月27日付息,节假日顺延",102.3973,100,,,,,,,,,1899-12-30 00:00:00
142973.SH,142973,新华04,AAA,2021/4/27 0:00,2017/4/27 0:00,6.25,预期收益率6.25%,100,100,1,,,,泰安热电公司,134000000,"每年4月27日付息,节假日顺延",102.3973,100,,,,,,,,,1899-12-30 00:00:00
142972.SH,142972,新华03,AAA,2020/4/27 0:00,2017/4/27 0:00,6.25,预期收益率6.25%,100,100,1,,,,泰安热电公司,121000000,"每年4月27日付息,节假日顺延",102.3973,100,,,,,,,,,1899-12-30 00:00:00
142971.SH,142971,新华02,AAA,2019/4/27 0:00,2017/4/27 0:00,5.8,预期收益率5.8%,100,100,1,,,,泰安热电公司,108000000,"每年4月27日付息,节假日顺延",102.2247,100,,,,,,,,,1899-12-30 00:00:00
149032.SH,149032,兴资3B,AAA,2019/9/5 0:00,2017/12/22 0:00,5,预期收益率5%,,100,,-10979000000,93.4118,,兴业银行,4310000000,,,,-1.62642E+11,,,,,,,,1899-12-30 00:00:00
116352.SZ,116352,星美2A9,AAA,2018/10/19 0:00,2016/8/5 0:00,4.9,预期收益率4.9%,67.91,100,4,485548016.7,93.4131,,晋城银行,115000000,"按季付息,节假日顺延",,67.91,,,,,,,,,1899-12-30 00:00:00
116358.SZ,116358,星美2A15,AAA,2020/8/14 0:00,2016/8/5 0:00,6.5,预期收益率6.5%,61.56,100,4,485548016.7,93.4131,,晋城银行,130000000,"按季付息,节假日顺延",,61.56,,,,,,,,,1899-12-30 00:00:00
116357.SZ,116357,星美2A14,AAA,2020/1/13 0:00,2016/8/5 0:00,6.1,预期收益率6.1%,65.28,100,4,485548016.7,93.4131,,晋城银行,105000000,"按季付息,节假日顺延",,65.28,,,,,,,,,1899-12-30 00:00:00
116356.SZ,116356,星美2A13,AAA,2019/10/18 0:00,2016/8/5 0:00,5.7,预期收益率5.7%,69.08,100,4,485548016.7,93.4131,,晋城银行,120000000,"按季付息,节假日顺延",,69.08,,,,,,,,,1899-12-30 00:00:00
116355.SZ,116355,星美2A12,AAA,2019/7/12 0:00,2016/8/5 0:00,5.5,预期收益率5.5%,70.51,100,4,485548016.7,93.4131,,晋城银行,77000000,"按季付息,节假日顺延",,70.51,,,,,,,,,1899-12-30 00:00:00
116354.SZ,116354,星美2A11,AAA,2019/4/15 0:00,2016/8/5 0:00,5.3,预期收益率5.3%,70.62,100,4,485548016.7,93.4131,,晋城银行,87000000,"按季付息,节假日顺延",,70.62,,,,,,,,,1899-12-30 00:00:00
116353.SZ,116353,星美2A10,AAA,2019/1/15 0:00,2016/8/5 0:00,5.1,预期收益率5.1%,71.5,100,4,485548016.7,93.4131,,晋城银行,100000000,"按季付息,节假日顺延",,71.5,,,,,,,,,1899-12-30 00:00:00
142730.SH,142730,兴光2号I,AAA,2022/1/24 0:00,2017/1/24 0:00,4.87,预期收益率4.87%,100,100,2,146292197.8,67.5372,,宁波城投,130000000,"每年7月24日和1月24日付息,节假日顺延",100.6938,100,,,,,,,,,1899-12-30 00:00:00
142729.SH,142729,兴光2号H,AAA,2021/7/24 0:00,2017/1/24 0:00,4.5,预期收益率4.5%,100,100,2,146292197.8,67.5372,,宁波城投,130000000,"每年7月24日和1月24日付息,节假日顺延",100.6411,100,,,,,,,,,1899-12-30 00:00:00
142728.SH,142728,兴光2号G,AAA,2021/1/24 0:00,2017/1/24 0:00,4.5,预期收益率4.5%,100,100,2,146292197.8,67.5372,,宁波城投,120000000,"每年7月24日和1月24日付息,节假日顺延",100.6411,100,,,,,,,,,1899-12-30 00:00:00
142727.SH,142727,兴光2号F,AAA,2020/7/24 0:00,2017/1/24 0:00,4.5,预期收益率4.5%,100,100,2,146292197.8,67.5372,,宁波城投,120000000,"每年7月24日和1月24日付息,节假日顺延",100.6411,100,,,,,,,,,1899-12-30 00:00:00
142726.SH,142726,兴光2号E,AAA,2020/1/24 0:00,2017/1/24 0:00,4.1,预期收益率4.1%,100,100,2,146292197.8,67.5372,,宁波城投,110000000,"每年7月24日和1月24日付息,节假日顺延",100.5841,100,,,,,,,,,1899-12-30 00:00:00
142725.SH,142725,兴光2号D,AAA,2019/7/24 0:00,2017/1/24 0:00,4.1,预期收益率4.1%,100,100,2,146292197.8,67.5372,,宁波城投,110000000,"每年7月24日和1月24日付息,节假日顺延",100.5841,100,,,,,,,,,1899-12-30 00:00:00
142724.SH,142724,兴光2号C,AAA,2019/1/24 0:00,2017/1/24 0:00,4.1,预期收益率4.1%,100,100,2,146292197.8,67.5372,,宁波城投,100000000,"每年7月24日和1月24日付息,节假日顺延",100.5841,100,,,,,,,,,1899-12-30 00:00:00
123761.SH,123761,兴光1号I,AAA,2020/8/11 0:00,2015/8/11 0:00,5.8,预期收益率5.8%,100,100,2,146292197.8,67.5372,,宁波城投,300000000,"每年2月11日和8月11日付息,节假日顺延",100.5403,100,,,,,,,,,1899-12-30 00:00:00
123760.SH,123760,兴光1号H,AAA,2020/2/11 0:00,2015/8/11 0:00,5.7,预期收益率5.7%,100,100,2,146292197.8,67.5372,,宁波城投,280000000,"每年2月11日和8月11日付息,节假日顺延",100.531,100,,,,,,,,,1899-12-30 00:00:00
123759.SH,123759,兴光1号G,AAA,2019/8/11 0:00,2015/8/11 0:00,5.6,预期收益率5.6%,100,100,2,146292197.8,67.5372,,宁波城投,260000000,"每年2月11日和8月11日付息,节假日顺延",100.5216,100,,,,,,,,,1899-12-30 00:00:00
123758.SH,123758,兴光1号F,AAA,2019/2/11 0:00,2015/8/11 0:00,5.5,预期收益率5.5%,100,100,2,146292197.8,67.5372,,宁波城投,240000000,"每年2月11日和8月11日付息,节假日顺延",100.5123,100,,,,,,,,,1899-12-30 00:00:00
146876.SH,146876,信福B,AAA,2020/1/29 0:00,2017/12/5 0:00,5.6,预期收益率5.6%,,100,,-11968000000,92.7359,,中信银行,870000000,,,,54074000000,,,,,,,,1899-12-30 00:00:00
149398.SH,149398,西南优先,AAA,2020/4/16 0:00,2018/4/16 0:00,6.1,预期收益率6.1%,100,100,2,-3840252609,68.5236,,西南证券,1900000000,"每年4月16日和10月16日付息,节假日顺延",102.5236,100,-4161237066,,,,,,,,1899-12-30 00:00:00
146889.SH,146889,鑫安2A3,AAA,2019/10/11 0:00,2017/11/30 0:00,4.75,预期收益率4.75%,,100,4,-10979000000,93.4118,,兴业银行,1088900000,"按季付息,节假日顺延",,,-1.62642E+11,,,,,,,,1899-12-30 00:00:00
146888.SH,146888,鑫安2A2,AAA,2019/4/3 0:00,2017/11/30 0:00,4.65,预期收益率4.65%,,100,4,-10979000000,93.4118,,兴业银行,2000000000,"按季付息,节假日顺延",,,-1.62642E+11,,,,,,,,1899-12-30 00:00:00
116960.SZ,116960,携程1A,AAA,2019/8/13 0:00,2018/6/1 0:00,5.3,预期收益率5.3%,99.18,100,12,,,,天津趣游,235600000,"按月付息,节假日顺延",,99.18,,,,,,,,,1899-12-30 00:00:00
146840.SH,146840,小米5优A,AAA,2019/3/12 0:00,2017/12/5 0:00,6.12,预期收益率6.12%,,100,4,324010176.7,87.1372,,小米小额贷款公司,426000000,"循环期按季付息,摊还期按月付息",,,,,,,,,,,1899-12-30 00:00:00
146634.SH,146634,小米4优A,AAA,2019/3/12 0:00,2017/10/25 0:00,5.56,预期收益率5.56%,,100,4,324010176.7,87.1372,,小米小额贷款公司,355000000,"循环期按季付息,摊还期按月付息",,,,,,,,,,,1899-12-30 00:00:00
146507.SH,146507,PRXM3优A,AAA,2018/9/12 0:00,2017/9/8 0:00,5.5,预期收益率为5.5%,,30.47,4,324010176.7,87.1372,,小米小额贷款公司,355000000,"循环期按季付息,摊还期每月随付本息",,,,,,,,,,,1899-12-30 00:00:00
146315.SH,146315,PRXM2优A,AAA,2018/10/17 0:00,2017/8/7 0:00,5.49,预期收益率5.49%,13.04,13.04,4,324010176.7,87.1372,,小米小额贷款公司,568000000,"循环期按季付息,摊还期按月付息",13.6116,13.04,,,,,,,,,1899-12-30 00:00:00
119158.SZ,119158,湘衡高10,AAA,2025/2/13 0:00,2015/2/13 0:00,6.8,预计年收益率6.8%,75.6318,100,1,6112598881,67.8945,,湖南高速公路,480000000,"每年2月13日付息,到期一次还本",79.6,75.6318,,,,,,,,,1899-12-30 00:00:00
119157.SZ,119157,湘衡高09,AAA,2024/2/13 0:00,2015/2/13 0:00,6.7,预计年收益率6.7%,75.9901,100,1,6112598881,67.8945,,湖南高速公路,410000000,"每年2月13日付息,到期一次还本",79.9,75.9901,,,,,,,,,1899-12-30 00:00:00
119156.SZ,119156,湘衡高08,AAA,2023/2/13 0:00,2015/2/13 0:00,6.7,预计年收益率6.7%,75.9901,100,1,6112598881,67.8945,,湖南高速公路,350000000,"每年2月13日付息,到期一次还本",79.9,75.9901,,,,,,,,,1899-12-30 00:00:00
119155.SZ,119155,湘衡高07,AAA,2022/2/13 0:00,2015/2/13 0:00,6.7,预计年收益率6.7%,75.9901,100,1,6112598881,67.8945,,湖南高速公路,290000000,"每年2月13日付息,到期一次还本",79.9,75.9901,,,,,,,,,1899-12-30 00:00:00
119154.SZ,119154,湘衡高06,AAA,2021/2/13 0:00,2015/2/13 0:00,6.55,预计年收益率6.55%,76.5277,100,1,6112598881,67.8945,,湖南高速公路,250000000,"每年2月13日付息,到期一次还本",80.35,76.5277,,,,,,,,,1899-12-30 00:00:00
119153.SZ,119153,湘衡高05,AAA,2020/2/13 0:00,2015/2/13 0:00,6.5,预计年收益率6.5%,76.7068,100,1,6112598881,67.8945,,湖南高速公路,260000000,"每年2月13日付息,到期一次还本",80.5,76.7068,,,,,,,,,1899-12-30 00:00:00
119152.SZ,119152,湘衡高04,AAA,2019/2/13 0:00,2015/2/13 0:00,6.2,预计年收益率6.2%,77.7819,100,1,6112598881,67.8945,,湖南高速公路,200000000,"每年2月13日付息,到期一次还本",81.4,77.7819,,,,,,,,,1899-12-30 00:00:00
146615.SH,146615,厦工院06,AAA,2022/11/7 0:00,2017/10/23 0:00,6.9,预期收益率6.9%,100,100,1,,,,厦工院,124500000,"每年11月7日付息,节假日顺延",106.1627,100,,,,,,,,,1899-12-30 00:00:00
146614.SH,146614,厦工院05,AAA,2021/11/7 0:00,2017/10/23 0:00,6.8,预期收益率6.8%,100,100,1,,,,厦工院,116000000,"每年11月7日付息,节假日顺延",106.0734,100,,,,,,,,,1899-12-30 00:00:00
146613.SH,146613,厦工院04,AAA,2020/11/7 0:00,2017/10/23 0:00,6.7,预期收益率6.7%,100,100,1,,,,厦工院,108000000,"每年11月7日付息,节假日顺延",105.9841,100,,,,,,,,,1899-12-30 00:00:00
146612.SH,146612,厦工院03,AAA,2019/11/7 0:00,2017/10/23 0:00,5.95,预期收益率5.95%,100,100,1,,,,厦工院,100000000,"每年11月7日付息,节假日顺延",105.3142,100,,,,,,,,,1899-12-30 00:00:00
146611.SH,146611,厦工院02,AAA,2018/11/7 0:00,2017/10/23 0:00,5.75,预期收益率5.75%,100,100,1,,,,厦工院,98000000,"每年11月7日付息,节假日顺延",105.1356,100,,,,,,,,,1899-12-30 00:00:00
149564.SH,149564,物资1A1,AAA,2019/5/17 0:00,2018/5/18 0:00,5.13,预期收益率5.13%,100,100,,,,,,500000000,到期一次还本付息,101.6725,100,,,,,,,,,1899-12-30 00:00:00
146119.SH,146119,乌经开05,AAA,2022/6/6 0:00,2017/6/6 0:00,6.3,预期收益率6.3%,100,100,1,-2624934621,54.8707,,建投公司,87000000,"每年6月6日付息,节假日顺延",101.726,100,,,,,,,,,1899-12-30 00:00:00
146118.SH,146118,乌经开04,AAA,2021/6/6 0:00,2017/6/6 0:00,6.1,预期收益率6.1%,100,100,1,-2624934621,54.8707,,建投公司,86000000,"每年6月6日付息,节假日顺延",101.6712,100,,,,,,,,,1899-12-30 00:00:00
146117.SH,146117,乌经开03,AAA,2020/6/6 0:00,2017/6/6 0:00,5.9,预期收益率5.9%,100,100,1,-2624934621,54.8707,,建投公司,81000000,"每年6月6日付息,节假日顺延",101.6164,100,,,,,,,,,1899-12-30 00:00:00
146116.SH,146116,乌经开02,AAA,2019/6/6 0:00,2017/6/6 0:00,5.7,预期收益率5.7%,100,100,1,-2624934621,54.8707,,建投公司,77000000,"每年6月6日付息,节假日顺延",101.5616,100,,,,,,,,,1899-12-30 00:00:00
149451.SH,149451,唯品花3A,AAA,2019/8/5 0:00,2018/4/26 0:00,5.59,预期收益率5.59%,,100,4,-19439160,,,品众商业保理,390000000,"循环期按季付息,分配按月付息",,,,,,,,,,,1899-12-30 00:00:00
146662.SH,146662,唯品花2A,AAA,2019/2/3 0:00,2017/10/19 0:00,5.75,预期收益率5.75%,,100,4,-19439160,,,品众商业保理,390000000,"循环期按季付息,分配期按月付息",,,,,,,,,,,1899-12-30 00:00:00
146711.SH,146711,皖投03优,AAA,2020/11/8 0:00,2017/11/8 0:00,6,预期收益率6%,,100,4,,,,安徽皖投小贷,480000000,"循环期按季付息,摊还期按月付息",,,,,,,,,,,1899-12-30 00:00:00
142094.SH,142094,皖投01优,AAA,2019/7/11 0:00,2016/8/19 0:00,4,预期收益率4%,,100,4,,,,安徽皖投小贷,480000000,"按季付息,节假日顺延",,,,,,,,,,,1899-12-30 00:00:00
139012.SZ,139012,万科优07,AAA,2019/7/5 0:00,2018/7/10 0:00,5.55,预期收益率5.55%,98.9964,100,,41398634.56,,,前海一方,968000000,到期一次还本付息,100,98.9964,,,,,,,,,1899-12-30 00:00:00
116996.SZ,116996,万科优06,AAA,2019/6/21 0:00,2018/6/29 0:00,5.6,预期收益率5.6%,99.5486,100,,41398634.56,,,前海一方,770000000,到期一次还本付息,100.73,99.5486,,,,,,,,,1899-12-30 00:00:00
116990.SZ,116990,万科优05,AAA,2019/6/14 0:00,2018/6/22 0:00,5.5,预期收益率5.5%,98.7342,100,,41398634.56,,,前海一方,1037000000,到期一次还本付息,100,98.7342,,,,,,,,,1899-12-30 00:00:00
116970.SZ,116970,万科优04,AAA,2019/5/31 0:00,2018/6/8 0:00,5.4,预期收益率5.4%,98.5501,100,,41398634.56,,,前海一方,884000000,到期一次还本付息,100,98.5501,,,,,,,,,1899-12-30 00:00:00
116934.SZ,116934,万科优03,AAA,2019/5/10 0:00,2018/5/18 0:00,5.4,预期收益率5.4%,98.2395,100,,41398634.56,,,前海一方,1300000000,到期一次还本付息,100,98.2395,,,,,,,,,1899-12-30 00:00:00
116904.SZ,116904,万科优02,AAA,2019/4/4 0:00,2018/4/13 0:00,5.7,预期收益率5.7%,97.5951,100,,41398634.56,,,前海一方,629000000,到期一次还本付息,100,97.5951,,,,,,,,,1899-12-30 00:00:00
116853.SZ,116853,万科优01,AAA,2019/2/15 0:00,2018/2/28 0:00,6,预期收益率6%,98.6052,100,,41398634.56,,,前海一方,651000000,到期一次还本付息,101.86,98.6052,,,,,,,,,1899-12-30 00:00:00
116907.SZ,116907,万科5优A,AAA,2019/2/1 0:00,2018/4/20 0:00,5.8,预期收益率5.8%,102.04,100,,50232527006,83.9813,8.47355E+11,万科,1300000000,,,102.04,82322834000,,,,,,,,1899-12-30 00:00:00
116957.SZ,116957,万科21A1,AAA,2019/5/31 0:00,2018/5/31 0:00,5.4,预期收益率5.4%,98.4318,100,,41398634.56,,,前海一方,1398000000,到期一次还本付息,100,98.4318,,,,,,,,,1899-12-30 00:00:00
116818.SZ,116818,万科20A1,AAA,2019/1/18 0:00,2018/1/26 0:00,6,预期收益率6%,96.2027,100,,41398634.56,,,前海一方,1945000000,到期一次还本付息,100,96.2027,,,,,,,,,1899-12-30 00:00:00
116779.SZ,116779,万科19A1,AAA,2018/12/14 0:00,2017/12/15 0:00,5.8,预期收益率5.8%,95.6619,100,,41398634.56,,,前海一方,1748000000,到期一次还本付息,100,95.6619,,,,,,,,,1899-12-30 00:00:00
116778.SZ,116778,万科18A1,AAA,2018/12/14 0:00,2017/12/15 0:00,5.8,预期收益率5.8%,95.6619,100,,41398634.56,,,前海一方,1451000000,到期一次还本付息,100,95.6619,,,,,,,,,1899-12-30 00:00:00
116774.SZ,116774,万科17A1,AAA,2018/11/30 0:00,2017/12/8 0:00,5.7,预期收益率5.7%,99.3074,100,,41398634.56,,,前海一方,1960000000,到期一次还本付息,103.68,99.3074,,,,,,,,,1899-12-30 00:00:00
